filename,width,height,class,xmin,ymin,xmax,ymax
maksssksksss110.png.jpg,400,267,with_mask,178,77,214,111
maksssksksss110.png.jpg,400,267,without_mask,216,57,241,84
maksssksksss110.png.jpg,400,267,without_mask,237,15,268,46
maksssksksss110.png.jpg,400,267,without_mask,281,19,308,40
maksssksksss110.png.jpg,400,267,without_mask,286,60,311,84
maksssksksss110.png.jpg,400,267,with_mask,253,94,293,135
maksssksksss110.png.jpg,400,267,without_mask,236,161,273,195
maksssksksss110.png.jpg,400,267,with_mask,282,194,322,232
maksssksksss110.png.jpg,400,267,with_mask,314,115,350,152
maksssksksss110.png.jpg,400,267,without_mask,335,27,359,52
maksssksksss110.png.jpg,400,267,without_mask,381,14,401,34
maksssksksss110.png.jpg,400,267,with_mask,356,72,385,98
maksssksksss11.png.jpg,400,267,mask_weared_incorrect,23,114,77,172
maksssksksss11.png.jpg,400,267,with_mask,147,157,200,211
maksssksksss11.png.jpg,400,267,with_mask,201,191,230,234
maksssksksss11.png.jpg,400,267,with_mask,243,192,293,247
maksssksksss11.png.jpg,400,267,with_mask,309,182,346,224
maksssksksss11.png.jpg,400,267,with_mask,249,108,276,140
maksssksksss11.png.jpg,400,267,with_mask,275,99,303,128
maksssksksss11.png.jpg,400,267,with_mask,195,90,214,113
maksssksksss11.png.jpg,400,267,with_mask,214,76,237,99
maksssksksss11.png.jpg,400,267,with_mask,232,50,247,67
maksssksksss11.png.jpg,400,267,with_mask,266,45,281,61
maksssksksss11.png.jpg,400,267,with_mask,207,47,222,63
maksssksksss11.png.jpg,400,267,with_mask,227,36,239,48
maksssksksss11.png.jpg,400,267,with_mask,253,33,267,45
maksssksksss11.png.jpg,400,267,with_mask,290,31,304,41
maksssksksss11.png.jpg,400,267,with_mask,362,32,372,40
maksssksksss103.png.jpg,400,300,with_mask,42,54,94,110
maksssksksss103.png.jpg,400,300,with_mask,188,46,236,106
maksssksksss103.png.jpg,400,300,with_mask,261,88,303,130
maksssksksss103.png.jpg,400,300,with_mask,368,112,400,151
maksssksksss107.png.jpg,301,400,with_mask,121,192,212,312
maksssksksss106.png.jpg,600,399,with_mask,154,51,423,391
maksssksksss101.png.jpg,301,400,with_mask,48,294,164,400
maksssksksss1.png.jpg,400,156,with_mask,321,34,354,69
maksssksksss1.png.jpg,400,156,with_mask,224,38,261,73
maksssksksss1.png.jpg,400,156,with_mask,299,58,315,81
maksssksksss1.png.jpg,400,156,with_mask,143,74,174,115
maksssksksss1.png.jpg,400,156,with_mask,74,69,95,99
maksssksksss1.png.jpg,400,156,with_mask,191,67,221,93
maksssksksss1.png.jpg,400,156,with_mask,21,73,44,93
maksssksksss1.png.jpg,400,156,with_mask,369,70,398,99
maksssksksss1.png.jpg,400,156,without_mask,83,56,111,89
maksssksksss104.png.jpg,400,267,without_mask,42,109,66,140
maksssksksss104.png.jpg,400,267,without_mask,2,105,22,125
maksssksksss104.png.jpg,400,267,without_mask,30,88,46,105
maksssksksss104.png.jpg,400,267,with_mask,133,108,174,152
maksssksksss104.png.jpg,400,267,with_mask,221,101,256,139
maksssksksss104.png.jpg,400,267,without_mask,304,131,331,158
maksssksksss104.png.jpg,400,267,without_mask,83,85,96,96
maksssksksss104.png.jpg,400,267,without_mask,167,91,180,108
maksssksksss10.png.jpg,301,400,with_mask,98,267,194,383
maksssksksss108.png.jpg,400,225,with_mask,155,29,180,51
maksssksksss108.png.jpg,400,225,with_mask,206,35,228,58
maksssksksss108.png.jpg,400,225,with_mask,332,67,346,81
maksssksksss108.png.jpg,400,225,with_mask,362,68,376,82
maksssksksss108.png.jpg,400,225,without_mask,267,72,278,83
maksssksksss310.png.jpg,400,267,with_mask,21,32,44,59
maksssksksss310.png.jpg,400,267,with_mask,63,37,85,60
maksssksksss310.png.jpg,400,267,with_mask,228,28,248,50
maksssksksss310.png.jpg,400,267,with_mask,248,78,268,100
maksssksksss310.png.jpg,400,267,with_mask,333,51,348,70
maksssksksss310.png.jpg,400,267,without_mask,388,63,396,72
maksssksksss776.png.jpg,400,267,with_mask,15,79,42,105
maksssksksss776.png.jpg,400,267,with_mask,288,88,317,127
maksssksksss464.png.jpg,400,300,with_mask,57,67,107,122
maksssksksss464.png.jpg,400,300,with_mask,188,111,218,146
maksssksksss464.png.jpg,400,300,with_mask,233,83,262,117
maksssksksss464.png.jpg,400,300,with_mask,268,187,290,216
maksssksksss196.png.jpg,301,400,with_mask,83,250,154,362
maksssksksss3.png.jpg,400,271,with_mask,52,53,73,76
maksssksksss3.png.jpg,400,271,with_mask,72,53,92,75
maksssksksss3.png.jpg,400,271,with_mask,112,51,120,68
maksssksksss3.png.jpg,400,271,with_mask,155,60,177,83
maksssksksss3.png.jpg,400,271,with_mask,189,59,210,80
maksssksksss3.png.jpg,400,271,with_mask,235,57,257,78
maksssksksss3.png.jpg,400,271,with_mask,289,60,309,83
maksssksksss3.png.jpg,400,271,with_mask,313,68,333,90
maksssksksss3.png.jpg,400,271,with_mask,351,35,364,59
maksssksksss120.png.jpg,301,400,with_mask,59,185,183,336
maksssksksss224.png.jpg,400,400,with_mask,214,112,298,200
maksssksksss699.png.jpg,400,279,without_mask,18,82,64,131
maksssksksss699.png.jpg,400,279,without_mask,18,198,66,245
maksssksksss699.png.jpg,400,279,with_mask,237,136,288,186
maksssksksss699.png.jpg,400,279,without_mask,113,47,148,73
maksssksksss699.png.jpg,400,279,without_mask,278,17,320,68
maksssksksss699.png.jpg,400,279,without_mask,340,98,383,139
maksssksksss699.png.jpg,400,279,without_mask,342,217,396,256
maksssksksss157.png.jpg,400,225,with_mask,22,78,43,98
maksssksksss157.png.jpg,400,225,without_mask,84,61,111,95
maksssksksss157.png.jpg,400,225,with_mask,144,78,173,119
maksssksksss157.png.jpg,400,225,with_mask,193,71,217,97
maksssksksss157.png.jpg,400,225,with_mask,225,43,259,80
maksssksksss157.png.jpg,400,225,with_mask,297,62,316,86
maksssksksss157.png.jpg,400,225,with_mask,320,40,352,74
maksssksksss157.png.jpg,400,225,with_mask,368,75,395,104
maksssksksss339.png.jpg,400,400,with_mask,89,210,180,303
maksssksksss825.png.jpg,400,225,with_mask,45,33,85,68
maksssksksss825.png.jpg,400,225,with_mask,135,20,169,52
maksssksksss825.png.jpg,400,225,with_mask,227,32,254,61
maksssksksss825.png.jpg,400,225,with_mask,300,30,330,58
maksssksksss318.png.jpg,400,226,with_mask,315,59,337,88
maksssksksss318.png.jpg,400,226,with_mask,212,52,240,80
maksssksksss318.png.jpg,400,226,without_mask,136,59,159,86
maksssksksss318.png.jpg,400,226,without_mask,50,82,66,99
maksssksksss318.png.jpg,400,226,without_mask,96,55,107,71
maksssksksss318.png.jpg,400,226,without_mask,32,61,47,76
maksssksksss318.png.jpg,400,226,without_mask,172,77,184,89
maksssksksss156.png.jpg,400,267,with_mask,327,33,352,59
maksssksksss156.png.jpg,400,267,with_mask,27,47,47,65
maksssksksss156.png.jpg,400,267,with_mask,249,43,268,63
maksssksksss156.png.jpg,400,267,with_mask,278,73,291,87
maksssksksss156.png.jpg,400,267,mask_weared_incorrect,366,70,385,91
maksssksksss156.png.jpg,400,267,mask_weared_incorrect,181,40,203,67
maksssksksss156.png.jpg,400,267,mask_weared_incorrect,36,63,59,88
maksssksksss156.png.jpg,400,267,without_mask,1,45,19,64
maksssksksss156.png.jpg,400,267,without_mask,68,68,90,91
maksssksksss156.png.jpg,400,267,without_mask,87,55,102,71
maksssksksss156.png.jpg,400,267,without_mask,137,58,155,74
maksssksksss156.png.jpg,400,267,without_mask,233,50,250,67
maksssksksss156.png.jpg,400,267,without_mask,281,33,300,51
maksssksksss528.png.jpg,301,400,without_mask,43,169,149,308
maksssksksss576.png.jpg,400,295,with_mask,105,70,180,155
maksssksksss576.png.jpg,400,295,with_mask,176,79,259,175
maksssksksss815.png.jpg,267,400,mask_weared_incorrect,117,77,179,117
maksssksksss838.png.jpg,301,400,with_mask,142,161,253,324
maksssksksss532.png.jpg,301,400,with_mask,71,197,169,322
maksssksksss729.png.jpg,301,400,without_mask,89,284,176,400
maksssksksss111.png.jpg,400,268,with_mask,17,182,35,202
maksssksksss111.png.jpg,400,268,with_mask,17,101,25,116
maksssksksss111.png.jpg,400,268,with_mask,48,98,61,113
maksssksksss111.png.jpg,400,268,without_mask,17,127,27,144
maksssksksss111.png.jpg,400,268,without_mask,5,133,14,152
maksssksksss111.png.jpg,400,268,with_mask,109,59,132,82
maksssksksss111.png.jpg,400,268,with_mask,140,64,161,85
maksssksksss111.png.jpg,400,268,with_mask,184,68,207,93
maksssksksss111.png.jpg,400,268,with_mask,248,73,267,95
maksssksksss111.png.jpg,400,268,with_mask,291,65,314,90
maksssksksss111.png.jpg,400,268,with_mask,383,96,397,110
maksssksksss111.png.jpg,400,268,without_mask,383,125,398,145
maksssksksss641.png.jpg,267,400,without_mask,1,248,15,273
maksssksksss641.png.jpg,267,400,without_mask,12,240,36,269
maksssksksss641.png.jpg,267,400,without_mask,66,200,108,248
maksssksksss641.png.jpg,267,400,without_mask,216,272,257,318
maksssksksss20.png.jpg,267,400,with_mask,93,60,153,124
maksssksksss361.png.jpg,400,250,without_mask,37,60,60,88
maksssksksss361.png.jpg,400,250,with_mask,194,71,230,107
maksssksksss361.png.jpg,400,250,without_mask,329,25,352,52
maksssksksss201.png.jpg,400,226,with_mask,33,82,76,127
maksssksksss201.png.jpg,400,226,with_mask,59,64,88,98
maksssksksss201.png.jpg,400,226,with_mask,36,40,55,61
maksssksksss201.png.jpg,400,226,with_mask,101,70,162,132
maksssksksss201.png.jpg,400,226,with_mask,69,29,89,49
maksssksksss201.png.jpg,400,226,with_mask,223,91,265,127
maksssksksss201.png.jpg,400,226,with_mask,240,28,268,52
maksssksksss201.png.jpg,400,226,with_mask,286,56,318,90
maksssksksss201.png.jpg,400,226,with_mask,370,36,398,65
maksssksksss201.png.jpg,400,226,with_mask,1,45,16,70
maksssksksss153.png.jpg,400,268,with_mask,89,21,112,44
maksssksksss153.png.jpg,400,268,without_mask,289,21,311,44
maksssksksss126.png.jpg,267,400,with_mask,106,45,158,104
maksssksksss126.png.jpg,267,400,with_mask,194,62,215,88
maksssksksss126.png.jpg,267,400,without_mask,226,2,267,97
maksssksksss542.png.jpg,400,210,with_mask,163,47,239,137
maksssksksss236.png.jpg,301,400,without_mask,163,164,269,299
maksssksksss738.png.jpg,400,267,with_mask,82,43,123,83
maksssksksss738.png.jpg,400,267,with_mask,211,27,244,70
maksssksksss255.png.jpg,400,225,with_mask,1,77,8,83
maksssksksss255.png.jpg,400,225,with_mask,43,82,51,89
maksssksksss255.png.jpg,400,225,with_mask,7,95,22,110
maksssksksss255.png.jpg,400,225,with_mask,33,115,45,130
maksssksksss255.png.jpg,400,225,with_mask,73,89,94,111
maksssksksss255.png.jpg,400,225,with_mask,88,78,97,90
maksssksksss255.png.jpg,400,225,with_mask,100,73,108,82
maksssksksss255.png.jpg,400,225,with_mask,128,78,133,84
maksssksksss255.png.jpg,400,225,with_mask,117,85,124,93
maksssksksss255.png.jpg,400,225,with_mask,122,99,136,115
maksssksksss255.png.jpg,400,225,with_mask,138,93,146,105
maksssksksss255.png.jpg,400,225,with_mask,149,91,172,113
maksssksksss255.png.jpg,400,225,with_mask,169,127,195,157
maksssksksss255.png.jpg,400,225,mask_weared_incorrect,176,84,181,89
maksssksksss255.png.jpg,400,225,with_mask,234,99,244,114
maksssksksss255.png.jpg,400,225,with_mask,254,87,262,97
maksssksksss255.png.jpg,400,225,with_mask,269,105,283,121
maksssksksss255.png.jpg,400,225,with_mask,308,112,372,181
maksssksksss255.png.jpg,400,225,with_mask,365,153,389,182
maksssksksss730.png.jpg,400,267,with_mask,146,106,157,123
maksssksksss730.png.jpg,400,267,with_mask,192,75,205,95
maksssksksss730.png.jpg,400,267,with_mask,243,122,256,141
maksssksksss741.png.jpg,267,400,mask_weared_incorrect,111,40,151,77
maksssksksss28.png.jpg,400,300,with_mask,105,23,170,96
maksssksksss546.png.jpg,301,400,with_mask,27,177,140,311
maksssksksss159.png.jpg,400,225,with_mask,5,114,58,178
maksssksksss159.png.jpg,400,225,with_mask,125,82,136,95
maksssksksss159.png.jpg,400,225,with_mask,157,82,170,99
maksssksksss159.png.jpg,400,225,with_mask,213,65,225,79
maksssksksss159.png.jpg,400,225,with_mask,51,89,57,96
maksssksksss159.png.jpg,400,225,with_mask,175,80,180,86
maksssksksss159.png.jpg,400,225,with_mask,193,79,200,87
maksssksksss159.png.jpg,400,225,with_mask,253,75,261,80
maksssksksss159.png.jpg,400,225,with_mask,276,75,288,87
maksssksksss159.png.jpg,400,225,with_mask,326,32,395,105
maksssksksss159.png.jpg,400,225,without_mask,290,66,296,74
maksssksksss159.png.jpg,400,225,with_mask,85,86,89,95
maksssksksss536.png.jpg,301,400,with_mask,107,158,197,287
maksssksksss23.png.jpg,400,299,with_mask,188,74,241,131
maksssksksss715.png.jpg,267,400,with_mask,81,168,127,221
maksssksksss715.png.jpg,267,400,without_mask,1,169,24,228
maksssksksss315.png.jpg,400,267,with_mask,124,110,184,173
maksssksksss315.png.jpg,400,267,with_mask,272,117,320,163
maksssksksss834.png.jpg,400,267,with_mask,33,25,66,65
maksssksksss834.png.jpg,400,267,with_mask,171,74,189,91
maksssksksss834.png.jpg,400,267,with_mask,221,48,241,76
maksssksksss834.png.jpg,400,267,with_mask,263,111,282,127
maksssksksss834.png.jpg,400,267,with_mask,337,136,361,161
maksssksksss5.png.jpg,400,266,with_mask,118,54,161,96
maksssksksss5.png.jpg,400,266,without_mask,364,30,401,66
maksssksksss5.png.jpg,400,266,without_mask,192,106,229,144
maksssksksss5.png.jpg,400,266,with_mask,249,95,291,139
maksssksksss285.png.jpg,400,267,with_mask,66,99,209,235
maksssksksss612.png.jpg,400,295,with_mask,173,88,296,231
maksssksksss555.png.jpg,400,225,with_mask,95,111,111,128
maksssksksss555.png.jpg,400,225,with_mask,162,95,179,115
maksssksksss555.png.jpg,400,225,with_mask,256,98,270,114
maksssksksss555.png.jpg,400,225,with_mask,310,108,327,130
maksssksksss320.png.jpg,400,230,without_mask,20,51,30,64
maksssksksss320.png.jpg,400,230,with_mask,107,21,126,44
maksssksksss320.png.jpg,400,230,with_mask,185,89,201,108
maksssksksss320.png.jpg,400,230,with_mask,335,10,357,36
maksssksksss86.png.jpg,400,300,with_mask,22,121,77,181
maksssksksss86.png.jpg,400,300,with_mask,231,76,290,144
maksssksksss86.png.jpg,400,300,without_mask,335,135,395,198
maksssksksss86.png.jpg,400,300,without_mask,78,105,111,149
maksssksksss81.png.jpg,400,240,with_mask,27,46,123,154
maksssksksss81.png.jpg,400,240,with_mask,145,99,229,190
maksssksksss81.png.jpg,400,240,with_mask,275,82,362,174
maksssksksss453.png.jpg,400,300,without_mask,2,56,16,74
maksssksksss453.png.jpg,400,300,without_mask,18,46,37,67
maksssksksss453.png.jpg,400,300,without_mask,46,46,59,62
maksssksksss453.png.jpg,400,300,without_mask,50,60,59,82
maksssksksss453.png.jpg,400,300,without_mask,19,109,32,127
maksssksksss453.png.jpg,400,300,with_mask,26,140,49,169
maksssksksss453.png.jpg,400,300,mask_weared_incorrect,47,172,71,203
maksssksksss453.png.jpg,400,300,without_mask,97,273,131,300
maksssksksss453.png.jpg,400,300,without_mask,108,7,120,22
maksssksksss453.png.jpg,400,300,without_mask,111,39,127,60
maksssksksss453.png.jpg,400,300,without_mask,133,51,146,73
maksssksksss453.png.jpg,400,300,without_mask,147,55,159,77
maksssksksss453.png.jpg,400,300,without_mask,97,104,114,124
maksssksksss453.png.jpg,400,300,with_mask,124,148,143,175
maksssksksss453.png.jpg,400,300,with_mask,158,147,175,173
maksssksksss453.png.jpg,400,300,without_mask,193,54,206,71
maksssksksss453.png.jpg,400,300,without_mask,208,54,219,72
maksssksksss453.png.jpg,400,300,with_mask,229,64,241,93
maksssksksss453.png.jpg,400,300,without_mask,261,26,279,53
maksssksksss453.png.jpg,400,300,without_mask,296,39,310,58
maksssksksss453.png.jpg,400,300,with_mask,344,34,365,61
maksssksksss453.png.jpg,400,300,with_mask,339,77,359,111
maksssksksss453.png.jpg,400,300,without_mask,108,10,122,22
maksssksksss591.png.jpg,400,267,with_mask,137,101,195,172
maksssksksss371.png.jpg,400,225,mask_weared_incorrect,160,37,263,154
maksssksksss186.png.jpg,267,400,with_mask,87,56,135,119
maksssksksss427.png.jpg,400,210,with_mask,120,61,182,129
maksssksksss427.png.jpg,400,210,with_mask,52,68,68,85
maksssksksss427.png.jpg,400,210,with_mask,216,64,238,86
maksssksksss427.png.jpg,400,210,with_mask,299,1,395,88
maksssksksss709.png.jpg,301,400,with_mask,49,183,139,294
maksssksksss54.png.jpg,400,267,with_mask,119,40,157,80
maksssksksss54.png.jpg,400,267,with_mask,197,68,227,110
maksssksksss54.png.jpg,400,267,with_mask,316,81,338,113
maksssksksss54.png.jpg,400,267,without_mask,161,78,178,98
maksssksksss674.png.jpg,400,225,with_mask,24,60,44,83
maksssksksss674.png.jpg,400,225,with_mask,58,75,76,95
maksssksksss674.png.jpg,400,225,with_mask,130,67,152,92
maksssksksss674.png.jpg,400,225,with_mask,154,65,171,83
maksssksksss674.png.jpg,400,225,with_mask,171,116,192,138
maksssksksss674.png.jpg,400,225,with_mask,205,62,217,80
maksssksksss674.png.jpg,400,225,with_mask,216,63,234,84
maksssksksss674.png.jpg,400,225,with_mask,237,72,254,90
maksssksksss674.png.jpg,400,225,with_mask,252,79,269,99
maksssksksss674.png.jpg,400,225,with_mask,274,82,297,106
maksssksksss674.png.jpg,400,225,with_mask,300,60,314,77
maksssksksss674.png.jpg,400,225,without_mask,316,61,331,76
maksssksksss674.png.jpg,400,225,with_mask,345,54,362,74
maksssksksss674.png.jpg,400,225,with_mask,366,58,386,80
maksssksksss674.png.jpg,400,225,with_mask,113,55,127,72
maksssksksss674.png.jpg,400,225,with_mask,184,66,198,81
maksssksksss674.png.jpg,400,225,with_mask,140,56,155,71
maksssksksss674.png.jpg,400,225,with_mask,331,62,341,74
maksssksksss609.png.jpg,301,400,without_mask,91,103,239,265
maksssksksss688.png.jpg,400,277,with_mask,166,67,260,160
maksssksksss643.png.jpg,400,400,with_mask,131,126,277,284
maksssksksss493.png.jpg,301,400,with_mask,62,165,182,315
maksssksksss251.png.jpg,400,206,with_mask,28,103,60,140
maksssksksss251.png.jpg,400,206,with_mask,15,41,41,71
maksssksksss251.png.jpg,400,206,with_mask,44,10,67,41
maksssksksss251.png.jpg,400,206,with_mask,78,89,104,124
maksssksksss251.png.jpg,400,206,with_mask,56,71,78,99
maksssksksss251.png.jpg,400,206,with_mask,122,103,146,144
maksssksksss251.png.jpg,400,206,with_mask,91,181,129,206
maksssksksss251.png.jpg,400,206,with_mask,150,166,194,206
maksssksksss251.png.jpg,400,206,with_mask,155,57,183,93
maksssksksss251.png.jpg,400,206,with_mask,125,36,150,66
maksssksksss251.png.jpg,400,206,with_mask,207,64,231,94
maksssksksss251.png.jpg,400,206,with_mask,216,146,249,179
maksssksksss251.png.jpg,400,206,with_mask,240,103,265,140
maksssksksss251.png.jpg,400,206,with_mask,230,51,256,85
maksssksksss251.png.jpg,400,206,with_mask,255,13,277,41
maksssksksss251.png.jpg,400,206,without_mask,206,10,225,30
maksssksksss251.png.jpg,400,206,with_mask,296,72,319,102
maksssksksss251.png.jpg,400,206,with_mask,306,120,342,162
maksssksksss251.png.jpg,400,206,with_mask,333,119,356,151
maksssksksss251.png.jpg,400,206,with_mask,373,76,401,114
maksssksksss251.png.jpg,400,206,with_mask,359,27,384,58
maksssksksss251.png.jpg,400,206,with_mask,368,3,389,22
maksssksksss251.png.jpg,400,206,with_mask,327,61,354,90
maksssksksss251.png.jpg,400,206,with_mask,381,162,400,206
maksssksksss492.png.jpg,301,400,with_mask,60,154,161,278
maksssksksss506.png.jpg,500,500,with_mask,79,79,272,269
maksssksksss180.png.jpg,301,400,with_mask,58,182,165,316
maksssksksss288.png.jpg,400,225,with_mask,28,201,52,216
maksssksksss288.png.jpg,400,225,with_mask,143,93,175,126
maksssksksss288.png.jpg,400,225,with_mask,198,97,229,125
maksssksksss849.png.jpg,400,236,with_mask,48,52,67,70
maksssksksss849.png.jpg,400,236,with_mask,95,20,109,36
maksssksksss849.png.jpg,400,236,with_mask,213,29,231,50
maksssksksss849.png.jpg,400,236,with_mask,354,15,375,41
maksssksksss739.png.jpg,400,226,with_mask,125,59,184,114
maksssksksss605.png.jpg,267,400,with_mask,132,47,159,81
maksssksksss401.png.jpg,400,280,without_mask,101,49,134,91
maksssksksss401.png.jpg,400,280,without_mask,133,75,166,111
maksssksksss401.png.jpg,400,280,with_mask,228,102,263,148
maksssksksss401.png.jpg,400,280,with_mask,346,62,367,101
maksssksksss32.png.jpg,400,225,with_mask,177,46,200,70
maksssksksss32.png.jpg,400,225,with_mask,305,32,338,60
maksssksksss336.png.jpg,400,267,without_mask,101,73,108,82
maksssksksss336.png.jpg,400,267,with_mask,123,67,143,83
maksssksksss336.png.jpg,400,267,without_mask,178,64,185,72
maksssksksss336.png.jpg,400,267,with_mask,167,114,183,128
maksssksksss336.png.jpg,400,267,with_mask,225,60,240,76
maksssksksss336.png.jpg,400,267,with_mask,261,65,277,82
maksssksksss336.png.jpg,400,267,without_mask,282,75,295,92
maksssksksss336.png.jpg,400,267,with_mask,330,20,362,56
maksssksksss349.png.jpg,400,268,with_mask,156,54,254,163
maksssksksss349.png.jpg,400,268,with_mask,35,170,90,223
maksssksksss349.png.jpg,400,268,without_mask,234,17,294,96
maksssksksss360.png.jpg,400,265,with_mask,173,33,206,71
maksssksksss631.png.jpg,400,209,with_mask,4,50,20,66
maksssksksss631.png.jpg,400,209,with_mask,49,53,63,68
maksssksksss631.png.jpg,400,209,with_mask,85,55,100,70
maksssksksss631.png.jpg,400,209,with_mask,105,35,118,51
maksssksksss631.png.jpg,400,209,with_mask,127,43,141,60
maksssksksss631.png.jpg,400,209,with_mask,169,49,184,66
maksssksksss631.png.jpg,400,209,with_mask,220,47,234,63
maksssksksss631.png.jpg,400,209,with_mask,255,58,268,72
maksssksksss631.png.jpg,400,209,with_mask,291,56,305,71
maksssksksss631.png.jpg,400,209,with_mask,327,67,344,81
maksssksksss631.png.jpg,400,209,with_mask,373,58,391,75
maksssksksss338.png.jpg,400,250,with_mask,48,33,81,71
maksssksksss338.png.jpg,400,250,with_mask,158,86,182,108
maksssksksss338.png.jpg,400,250,with_mask,203,51,228,82
maksssksksss338.png.jpg,400,250,with_mask,298,34,325,64
maksssksksss338.png.jpg,400,250,with_mask,38,200,56,228
maksssksksss798.png.jpg,400,333,with_mask,185,62,272,130
maksssksksss798.png.jpg,400,333,with_mask,164,238,262,322
maksssksksss149.png.jpg,400,283,with_mask,38,98,71,130
maksssksksss149.png.jpg,400,283,with_mask,180,103,215,136
maksssksksss149.png.jpg,400,283,with_mask,287,53,315,85
maksssksksss149.png.jpg,400,283,with_mask,315,57,341,89
maksssksksss149.png.jpg,400,283,with_mask,330,104,359,133
maksssksksss149.png.jpg,400,283,with_mask,324,180,348,210
maksssksksss332.png.jpg,301,400,with_mask,62,213,166,319
maksssksksss343.png.jpg,301,400,without_mask,85,131,232,284
maksssksksss727.png.jpg,301,400,with_mask,64,176,166,301
maksssksksss485.png.jpg,301,400,with_mask,142,280,225,387
maksssksksss835.png.jpg,267,400,mask_weared_incorrect,57,86,162,184
maksssksksss345.png.jpg,400,267,with_mask,186,110,218,142
maksssksksss345.png.jpg,400,267,without_mask,148,109,182,136
maksssksksss655.png.jpg,301,400,without_mask,107,175,209,292
maksssksksss139.png.jpg,400,225,with_mask,2,28,19,46
maksssksksss139.png.jpg,400,225,with_mask,23,36,45,59
maksssksksss139.png.jpg,400,225,without_mask,30,71,51,92
maksssksksss139.png.jpg,400,225,with_mask,4,177,35,209
maksssksksss139.png.jpg,400,225,with_mask,93,15,117,34
maksssksksss139.png.jpg,400,225,with_mask,99,74,122,100
maksssksksss139.png.jpg,400,225,mask_weared_incorrect,56,132,79,162
maksssksksss139.png.jpg,400,225,with_mask,36,152,65,183
maksssksksss139.png.jpg,400,225,with_mask,138,191,165,221
maksssksksss139.png.jpg,400,225,with_mask,182,13,209,36
maksssksksss139.png.jpg,400,225,with_mask,188,55,213,80
maksssksksss139.png.jpg,400,225,with_mask,196,146,219,168
maksssksksss139.png.jpg,400,225,with_mask,213,164,243,193
maksssksksss139.png.jpg,400,225,with_mask,253,13,277,35
maksssksksss139.png.jpg,400,225,with_mask,246,73,268,98
maksssksksss139.png.jpg,400,225,with_mask,286,10,314,38
maksssksksss139.png.jpg,400,225,with_mask,320,1,341,15
maksssksksss139.png.jpg,400,225,with_mask,345,34,372,57
maksssksksss139.png.jpg,400,225,with_mask,358,116,388,141
maksssksksss646.png.jpg,301,400,with_mask,91,188,201,334
maksssksksss470.png.jpg,400,200,with_mask,52,28,100,75
maksssksksss470.png.jpg,400,200,with_mask,95,63,123,91
maksssksksss470.png.jpg,400,200,with_mask,151,58,188,101
maksssksksss470.png.jpg,400,200,with_mask,276,40,304,88
maksssksksss470.png.jpg,400,200,with_mask,344,56,377,90
maksssksksss168.png.jpg,400,225,without_mask,40,74,62,90
maksssksksss168.png.jpg,400,225,with_mask,35,116,51,133
maksssksksss168.png.jpg,400,225,with_mask,85,79,97,90
maksssksksss168.png.jpg,400,225,with_mask,169,66,287,188
maksssksksss168.png.jpg,400,225,without_mask,363,51,384,81
maksssksksss598.png.jpg,301,400,with_mask,111,203,221,355
maksssksksss62.png.jpg,301,400,with_mask,80,180,212,356
maksssksksss25.png.jpg,300,400,with_mask,122,68,195,152
maksssksksss818.png.jpg,301,400,without_mask,122,226,233,374
maksssksksss803.png.jpg,400,267,with_mask,161,170,227,248
maksssksksss831.png.jpg,400,241,with_mask,74,62,120,112
